Review Sentence,Aspect term,polarity,from,to,Anger,Disgust,Fear,Joy,Sadness,Surprise,Emotion Class,emotion context words
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",courses,positive,71,78,0,0,0,3,0,0,Joy,enjoyed
We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,wait,neutral,22,26,0,0,0,1,0,0,Joy,would be no problem
The food is usually good but it certainly isn't a relaxing place to go.,food,positive,4,8,0,3,1,3,2,0,Disgust,good isn't a relaxing
The food is usually good but it certainly isn't a relaxing place to go.,place,negative,59,64,0,3,1,3,2,0,Disgust,good  isn't a relaxing
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",staff,positive,32,37,0,0,0,4,0,0,Joy,"Super friendly and knowledgable, fabulouswonderfulgreat awesome"
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",bistro fare,positive,48,59,0,0,0,4,0,0,Joy,Super friendly and knowledgablefabulouswonderful greatawesome
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",chilaquiles,positive,114,125,0,0,0,4,0,0,Joy,Super friendly and knowledgablefabulouswonderfugreatawesome
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",jazz brunch,positive,76,87,0,0,0,4,0,0,Joy,Super friendly and knowledgable fabulous wonderfulgreatawesome
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",live jazz,positive,99,108,0,0,0,4,0,0,Joy,Super friendly and knowledgable fabulous wonderful greatawesome
The prices were fantastic.,prices,positive,4,10,0,0,0,3,0,0,Joy,fantastic.
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",bill,conflict,30,34,0,1,1,0,0,0,Disgust,quibbles
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers,positive,69,88,0,1,1,0,0,0,Disgust,quibbles
"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",table service,conflict,4,17,0,2,0,0,0,0,Disgust,little more attentive
"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy.",service,neutral,95,102,0,2,0,0,0,0,Disgust,little more attentive
"It's not mind-blowing, but to me, thai food never is and never will be.",thai food,neutral,34,43,4,4,0,0,4,0,Anger,never is and never will be
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food,positive,0,4,0,0,0,4,0,0,Joy,very good
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly,negative,94,104,0,0,0,4,0,0,Joy,very good
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",fat,negative,154,157,0,0,0,4,0,0,Joy,very good
"i've been to sapphire twice and both times the food was fine, if not good.",food,positive,47,51,1,0,0,2,0,1,Joy," was fine, if not good."
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,tables,negative,26,32,1,3,0,3,0,1,Disgust,beautifulenjoy a nice
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,dinner,positive,101,107,0,3,0,3,0,0,Disgust,beautiful  enjoy a nice
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,place,positive,79,84,0,0,0,3,0,0,Joy,beautifulenjoy a nice
I love the fact that the pizza tastes so good and is so cheap.,pizza,positive,25,30,0,0,0,3,0,0,Joy,I love
Nicky the Nose at the bar is a treat.,bar,neutral,22,25,0,0,0,0,0,0,Anger,
"Service was prompt, friendly and great.",Service,positive,0,7,0,0,0,4,0,0,Joy," prompt, friendly and great."
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lamb chop,positive,16,25,0,0,0,3,0,0,Joy,delicious  really nice
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",salads,positive,51,57,0,0,0,3,0,0,Joy,delicious  really nice
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",lemon,positive,87,92,0,0,0,3,0,0,Joy,delicious really nice
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",extra virgnin olive oil,positive,97,120,0,0,0,3,0,0,Joy,delicious really nice
The sushi was awful!,sushi,negative,4,9,0,0,0,3,0,0,Joy,awful!
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,meal,positive,25,29,0,0,0,4,0,0,Joy,excellent
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,cost,conflict,104,108,0,0,0,4,0,0,Joy,excellent
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here.,dishes,positive,127,133,0,0,0,4,0,0,Joy,excellent
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",Pastrami sandwich,positive,4,21,0,0,0,3,0,0,Joy,pleasurable experience
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",beer,positive,71,75,0,0,0,3,0,0,Joy,pleasurable experience
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",pickles,positive,47,54,0,0,0,3,0,0,Joy,pleasurable experience
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,plain pizza,negative,4,15,2,1,0,0,1,0,Anger,nothingon the rest
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,truffle oil,neutral,114,125,2,1,0,0,1,0,Anger,nothingon the res
The plain pizza was soggy and the creative wild mushroom(third generation-Fornini) pizza we had was drenched with truffle oil in the middle( again making it soggy) and nothingon the rest.,wild mushroom(third generation-Fornini) pizza,positive,43,88,2,1,0,0,1,0,Anger,nothingon the rest
"Late nite omelletes are not good here, there is no variety!",omelletes,negative,10,19,1,3,0,0,1,0,Disgust,not good no variety
"After all that, they complained to me about the small tip.",tip,negative,54,57,0,2,0,0,0,1,Disgust,complained
It's a great place to pick up a cheap lunch or dinner.,lunch,positive,38,43,0,0,0,3,0,0,Joy,greatcheap
It's a great place to pick up a cheap lunch or dinner.,dinner,positive,47,53,0,0,0,3,0,0,Joy,great cheap
"Behind this counter, two men are squeezed in.",counter,negative,12,19,0,2,0,0,0,0,Disgust,squeezed in.
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",fish,positive,63,67,0,0,0,3,0,0,Joy,qualitygreat
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service,positive,78,85,0,0,0,3,0,0,Joy,qualitygreat
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",Sushi fix,positive,20,29,0,0,0,3,0,0,Joy,quality great
"Our waitress was sweet and accomodating, not overbearing.",waitress,positive,4,12,0,0,0,3,0,0,Joy,"sweet and accomodating,"
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,reservation sigh,neutral,117,133,1,2,0,0,1,0,Disgust,we had to wait
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,table,negative,49,54,1,2,0,0,1,0,Disgust,we had to wait
I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,food,negative,85,89,4,3,2,0,4,0,Anger,really disappointed not to go
The website and rating makes this place look wonderful but in reality it was very disappointing.,place,conflict,34,39,4,3,0,3,3,0,Anger,wonderful  very disappointing.
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu,negative,27,31,0,1,0,3,0,0,Joy,slightly limitedperfection fresh
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",food art,positive,102,110,0,1,0,3,0,0,Joy,slightly limited perfection fresh
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,positive,4,22,0,0,0,3,0,0,Joy,was wonderful.
"A large is $20, and toppings are about $3 each.",toppings,neutral,20,28,0,0,0,0,0,0,Anger,
brick oven gallery is My pick for best pizza restaurant anywhere.,pizza,positive,39,44,0,0,0,3,0,0,Joy,best
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,service,positive,18,25,0,0,0,3,0,0,Joy,great great reasonablegreat
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive,36,40,0,0,0,3,0,0,Joy,great  great reasonable great
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,price,positive,57,62,0,0,0,3,0,0,Joy,greatgreat reasonable great
"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",Thai food,negative,51,60,0,0,3,3,0,0,Fear,may not seem like Aunthenti quite authentic
"Growing up in NY, I have eaten my share of bagels.",bagels,neutral,43,49,0,0,0,0,0,0,Anger,
"Oh, don't even let me start with how expensive the bills were!",bills,negative,51,56,0,3,1,0,0,0,Disgust,how expensive
The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes,neutral,4,21,0,2,1,0,1,0,Disgust,nothing out
The scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,neutral,26,41,0,2,1,0,1,0,Disgust,nothing out
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",appetizers,positive,8,18,0,0,0,3,0,0,Joy,fabulousdelicious
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",salads,positive,23,29,0,0,0,3,0,0,Joy,fabulous delicious
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",steak,positive,49,54,0,0,0,3,0,0,Joy,fabulousdelicious!
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",pasta,positive,82,87,0,0,0,3,0,0,Joy,fabulousdelicious
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",table,negative,19,24,0,1,0,0,0,1,Disgust,been promised hadn't ordered
"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill.",served,negative,126,132,0,1,0,0,0,1,Disgust,been promised we hadn't ordered
